date,a__team,h__team,a__goals_p1,a__goals_p2,a__goals_p3,a__goals_ot,a__goals_total,h__goals_p1,h__goals_p2,h__goals_p3,h__goals_ot,h__goals_total,moneyline,fav,over_under
2022-10-11,TB,NYR,0,1,0,0,1,0,1,2,0,3,-130,Home,5.5
2022-10-11,VGK,LA,0,1,3,0,4,1,0,2,0,3,-120,Home,6
2022-10-12,BOS,WAS,2,1,2,0,5,0,2,0,0,2,-160,Home,6
2022-10-12,CBJ,CAR,0,1,0,0,1,0,2,2,0,4,-292,Home,6.5
2022-10-12,TOR,MTL,1,1,1,0,3,0,2,2,0,4,-260,Away,6.5
2022-10-12,CHI,COL,1,0,1,0,2,2,2,1,0,5,-430,Home,6.5
2022-10-12,SEA,ANA,1,2,1,0,4,1,1,2,1,5,-115,Home,5.5
2022-10-12,VAN,EDM,2,1,0,0,3,0,3,2,0,5,-190,Home,6.5
2022-10-13,ARI,PIT,0,1,1,0,2,3,1,2,0,6,-420,Home,6.5
2022-10-13,NJ,PHI,1,0,1,0,2,1,2,2,0,5,-125,Away,6
2022-10-13,OTT,BUF,1,0,0,0,1,0,2,2,0,4,-120,Away,6.5
2022-10-13,FLA,NYI,0,1,2,0,3,0,0,1,0,1,-145,Away,6
2022-10-13,WAS,TOR,2,0,0,0,2,1,1,1,0,3,-220,Home,7
2022-10-13,NYR,MIN,3,1,3,0,7,0,1,2,0,3,-125,Home,6
2022-10-13,DAL,NSH,2,1,1,0,4,0,0,1,0,1,-135,Home,5.5
2022-10-13,COL,CGY,1,0,2,0,3,1,2,2,0,5,-140,Home,6.5
2022-10-13,CHI,VGK,0,0,0,0,0,0,1,0,0,1,-365,Home,6.5
2022-10-13,SEA,LA,1,2,1,0,4,1,0,0,0,1,-178,Home,6
2022-10-14,MTL,DET,0,0,0,0,0,0,0,3,0,3,-165,Home,6.5
2022-10-14,TB,CBJ,3,1,1,0,5,2,0,0,0,2,-210,Away,6
2022-10-14,NYR,WPG,0,0,1,0,1,1,0,3,0,4,-145,Home,6.5
2022-10-14,CAR,SJ,0,1,1,0,2,1,0,0,0,1,-195,Away,6
2022-10-15,FLA,BUF,2,2,0,0,4,2,1,0,0,3,-190,Away,7
2022-10-15,VAN,PHI,2,0,0,0,2,0,2,1,0,3,-170,Away,6
2022-10-15,ARI,BOS,0,1,2,0,3,2,1,3,0,6,-355,Home,6.5
2022-10-15,DET,NJ,0,4,1,0,5,1,1,0,0,2,-178,Home,6.5
2022-10-15,MTL,WAS,0,1,0,0,1,0,3,0,0,3,-305,Home,6.5
2022-10-15,OTT,TOR,1,0,1,0,2,0,1,2,0,3,-250,Home,6.5
2022-10-15,TB,PIT,1,0,1,0,2,1,1,4,0,6,-175,Home,6.5
2022-10-15,ANA,NYI,0,0,1,0,1,2,3,2,0,7,-170,Home,5.5
2022-10-15,CBJ,STL,0,2,0,0,2,1,1,3,0,5,-267,Home,6.5
2022-10-15,LA,MIN,4,2,1,0,7,2,2,2,0,6,-170,Home,6
2022-10-15,NSH,DAL,0,1,0,0,1,1,2,2,0,5,-125,Home,5.5
2022-10-15,CGY,EDM,4,0,0,0,4,1,2,0,0,3,-135,Home,7
2022-10-15,CHI,SJ,0,3,2,0,5,2,0,0,0,2,-140,Home,6
2022-10-15,VGK,SEA,2,3,0,0,5,0,0,2,0,2,-130,Away,6.5
2022-10-17,ANA,NYR,1,1,2,0,4,2,3,1,0,6,-250,Home,6
2022-10-17,ARI,TOR,1,1,2,0,4,0,0,2,0,2,-550,Home,7
2022-10-17,FLA,BOS,0,1,2,0,3,1,1,3,0,5,-135,Away,6.5
2022-10-17,LA,DET,2,1,1,1,5,1,1,2,0,4,-145,Away,6.5
2022-10-17,PIT,MTL,0,2,0,0,2,0,0,2,1,3,-260,Away,7
2022-10-17,VAN,WAS,1,3,0,0,4,1,1,4,0,6,-135,Home,6
2022-10-17,COL,MIN,2,1,3,0,6,1,1,1,0,3,-125,Away,6.5
2022-10-17,WPG,DAL,1,0,0,0,1,1,2,1,0,4,-145,Home,6
2022-10-17,CAR,SEA,1,3,1,0,5,0,1,0,0,1,-170,Away,6.5
2022-10-18,ANA,NJ,2,0,0,0,2,0,2,2,0,4,-195,Home,6.5
2022-10-18,BOS,OTT,1,4,0,0,5,3,3,1,0,7,-130,Home,6
2022-10-18,PHI,TB,0,1,2,0,3,0,2,0,0,2,-320,Home,6
2022-10-18,VAN,CBJ,2,0,1,0,3,0,1,2,1,4,-115,Away,6
2022-10-18,SJ,NYI,1,1,0,0,2,0,3,2,0,5,-195,Home,5.5
2022-10-18,BUF,EDM,1,2,1,0,4,1,0,1,0,2,-235,Home,7
2022-10-18,VGK,CGY,2,0,0,0,2,0,2,1,0,3,-165,Home,6.5
2022-10-18,LA,NSH,0,1,2,1,4,1,2,0,0,3,-178,Home,6
2022-10-19,PHI,FLA,1,1,1,0,3,2,0,2,0,4,-365,Home,6.5
2022-10-19,WPG,COL,2,1,0,1,4,0,3,0,0,3,-240,Home,6.5
2022-10-19,STL,SEA,3,0,0,1,4,1,2,0,0,3,-140,Away,6
2022-10-20,ANA,BOS,0,1,0,0,1,0,1,0,1,2,-220,Home,6.5
2022-10-20,ARI,MTL,0,0,2,0,2,3,2,1,0,6,-178,Home,6.5
2022-10-20,DAL,TOR,1,0,1,0,2,0,1,1,1,3,-190,Home,6.5
2022-10-20,LA,PIT,0,0,1,0,1,3,1,2,0,6,-195,Home,6.5
2022-10-20,NSH,CBJ,2,1,0,0,3,0,1,4,0,5,-155,Away,6.5
2022-10-20,SJ,NYR,1,1,0,1,3,0,2,0,0,2,-292,Home,6.5
2022-10-20,WAS,OTT,2,0,0,0,2,0,2,3,0,5,0,Even,6.5
2022-10-20,NJ,NYI,0,2,2,0,4,0,0,1,0,1,-155,Home,6.5
2022-10-20,VAN,MIN,2,1,0,0,3,2,0,1,1,4,-180,Home,6.5
2022-10-20,CAR,EDM,0,2,2,0,4,1,2,3,0,6,-115,Home,6.5
2022-10-20,BUF,CGY,3,1,2,0,6,1,1,1,0,3,-292,Home,6.5
2022-10-20,WPG,VGK,0,1,1,0,2,4,0,1,0,5,-240,Home,7
2022-10-21,TB,FLA,1,0,1,1,3,1,1,0,0,2,-115,Home,6.5
2022-10-21,DET,CHI,2,1,0,0,3,0,1,2,1,4,-120,Away,6.5
2022-10-21,SEA,COL,0,2,1,0,3,0,1,1,0,2,-240,Home,6.5
2022-10-22,MIN,BOS,1,1,1,0,3,2,1,0,1,4,0,Even,6.5
2022-10-22,SJ,NJ,0,1,0,0,1,0,2,0,0,2,-210,Home,6.5
2022-10-22,ARI,OTT,0,2,0,0,2,2,1,3,0,6,-250,Home,6.5
2022-10-22,STL,EDM,1,0,1,0,2,0,0,0,0,0,-160,Home,7
2022-10-22,DAL,MTL,1,3,1,0,5,1,1,0,0,2,-178,Away,6
2022-10-22,LA,WAS,0,2,1,0,3,0,0,4,0,4,-135,Home,6.5
2022-10-22,NYI,TB,1,1,1,0,3,2,2,1,0,5,-130,Home,6
2022-10-22,PIT,CBJ,0,3,3,0,6,2,1,0,0,3,-155,Away,6.5
2022-10-22,TOR,WPG,1,2,1,0,4,1,0,0,0,1,-165,Away,6.5
2022-10-22,PHI,NSH,2,0,1,0,3,0,0,1,0,1,-225,Home,6.5
2022-10-22,BUF,VAN,2,0,3,0,5,0,1,0,0,1,-160,Home,6.5
2022-10-22,CAR,CGY,2,0,0,0,2,1,1,0,1,3,-155,Home,6
2022-10-22,COL,VGK,1,1,1,0,3,1,0,1,0,2,-130,Home,6.5
2022-10-23,SEA,CHI,2,2,0,0,4,2,1,2,0,5,-135,Away,6
2022-10-23,ANA,DET,1,0,0,0,1,2,1,2,0,5,-135,Home,6.5
2022-10-23,CBJ,NYR,1,2,2,0,5,0,1,0,0,1,-305,Home,6.5
2022-10-23,NYI,FLA,0,1,1,0,2,2,0,1,0,3,-205,Home,6.5
2022-10-23,SJ,PHI,0,2,1,0,3,0,0,0,0,0,-125,Home,6
2022-10-24,DAL,OTT,1,0,1,0,2,0,1,3,0,4,-120,Home,6.5
2022-10-24,WAS,NJ,1,4,1,0,6,1,0,2,0,3,-130,Home,6.5
2022-10-24,PIT,EDM,2,1,0,0,3,1,4,1,0,6,-125,Home,6.5
2022-10-24,STL,WPG,0,0,0,0,0,0,1,3,0,4,-125,Home,6
2022-10-24,TOR,VGK,0,1,0,0,1,1,0,2,0,3,0,Even,6.5
2022-10-24,CAR,VAN,1,0,2,0,3,1,0,1,0,2,-165,Away,6.5
2022-10-25,ARI,CBJ,2,2,2,0,6,0,0,3,0,3,-225,Home,6.5
2022-10-25,DAL,BOS,0,1,0,0,1,1,1,1,0,3,-178,Home,6
2022-10-25,MIN,MTL,1,1,1,0,3,0,1,0,0,1,-210,Away,6.5
2022-10-25,NJ,DET,2,2,2,0,6,1,0,1,0,2,-115,Home,6.5
2022-10-25,COL,NYR,1,0,1,1,3,0,1,1,0,2,0,Even,6
2022-10-25,FLA,CHI,0,0,2,0,2,2,1,1,0,4,-250,Away,6.5
2022-10-25,PIT,CGY,0,1,0,0,1,2,2,0,0,4,-205,Home,6.5
2022-10-25,BUF,SEA,0,1,0,0,1,2,2,1,0,5,-140,Home,6.5
2022-10-25,VGK,SJ,1,0,3,0,4,0,2,0,0,2,-165,Away,6.5
2022-10-25,TB,LA,1,0,1,0,2,1,2,1,0,4,-140,Away,6.5
2022-10-26,NYR,NYI,0,0,0,0,0,0,1,2,0,3,-150,Home,6
2022-10-26,EDM,STL,1,0,2,0,3,0,1,0,0,1,-120,Away,6.5
2022-10-26,TB,ANA,2,0,2,0,4,1,1,0,0,2,-145,Away,6.5
2022-10-27,DET,BOS,0,1,0,0,1,1,1,3,0,5,-260,Home,6.5
2022-10-27,FLA,PHI,2,0,1,0,3,2,2,0,0,4,-210,Away,6.5
2022-10-27,MIN,OTT,2,1,1,0,4,1,0,1,0,2,-125,Away,6.5
2022-10-27,MTL,BUF,1,0,2,0,3,0,1,1,0,2,-195,Home,6.5
2022-10-27,STL,NSH,1,1,0,0,2,1,2,3,0,6,-178,Home,6
2022-10-27,EDM,CHI,1,2,3,0,6,2,2,1,0,5,-210,Away,6.5
2022-10-27,WAS,DAL,0,0,0,0,0,1,0,1,0,2,-125,Home,6
2022-10-27,VAN,SEA,1,2,2,0,5,2,1,1,0,4,-125,Home,6.5
2022-10-27,TOR,SJ,1,1,1,0,3,1,2,0,1,4,-225,Away,6.5
2022-10-27,WPG,LA,2,2,2,0,6,3,0,1,0,4,-145,Home,6
2022-10-28,ANA,VGK,0,0,0,0,0,1,3,0,0,4,-292,Home,6.5
2022-10-28,BOS,CBJ,1,3,0,0,4,0,0,0,0,0,-140,Away,6.5
2022-10-28,COL,NJ,0,0,0,0,0,0,0,1,0,1,-125,Away,6.5
2022-10-28,NYI,CAR,1,2,3,0,6,0,2,0,0,2,-195,Home,6
2022-10-28,PIT,VAN,0,1,0,0,1,1,1,3,0,5,-205,Away,6.5
2022-10-28,WPG,ARI,1,0,1,1,3,2,0,0,0,2,-155,Away,6.5
2022-10-29,NYR,DAL,1,2,3,0,6,1,2,0,0,3,-115,Away,5.5
2022-10-29,OTT,FLA,0,2,1,0,3,2,1,2,0,5,-205,Home,6.5
2022-10-29,TB,SJ,2,1,1,0,4,1,1,1,0,3,-205,Away,6
2022-10-29,CAR,PHI,2,0,1,1,4,0,2,1,0,3,-190,Away,6
2022-10-29,CHI,BUF,1,2,0,0,3,1,0,2,1,4,-178,Home,6.5
2022-10-29,MIN,DET,1,0,0,0,1,1,1,0,0,2,-160,Away,6.5
2022-10-29,MTL,STL,1,3,3,0,7,1,2,1,0,4,-250,Home,6
2022-10-29,TOR,LA,1,1,0,0,2,0,3,1,0,4,-145,Away,6.5
2022-10-29,COL,NYI,0,3,1,0,4,0,1,4,0,5,-135,Away,6
2022-10-29,WAS,NSH,0,1,2,0,3,0,0,0,0,0,-130,Home,6
2022-10-29,EDM,CGY,0,1,2,0,3,0,2,0,0,2,-155,Home,6.5
2022-10-29,PIT,SEA,0,1,0,0,1,0,2,1,0,3,-130,Away,6.5
2022-10-30,CBJ,NJ,0,1,0,0,1,1,3,3,0,7,-210,Home,6.5
2022-10-30,MIN,CHI,2,0,1,1,4,1,1,1,0,3,-225,Away,6.5
2022-10-30,NYR,ARI,0,2,1,0,3,0,2,0,0,2,-205,Away,6.5
2022-10-30,TOR,ANA,2,0,1,0,3,1,0,2,1,4,-178,Away,6.5
2022-10-30,WPG,VGK,0,0,1,0,1,0,0,1,1,2,-210,Home,6.5
2022-10-31,DET,BUF,0,2,1,0,3,1,3,4,0,8,-155,Home,6.5
2022-10-31,WAS,CAR,0,2,0,0,2,1,1,0,1,3,-205,Home,6
2022-10-31,LA,STL,1,4,0,0,5,0,1,0,0,1,-125,Home,6
2022-11-01,VGK,WAS,1,0,1,1,3,1,1,0,0,2,-170,Away,6
2022-11-01,OTT,TB,1,1,1,0,3,0,1,3,0,4,-195,Home,6.5
2022-11-01,PHI,NYR,0,0,0,0,0,0,0,0,1,1,-267,Home,6
2022-11-01,BOS,PIT,2,1,2,1,6,1,4,0,0,5,-120,Home,6.5
2022-11-01,MTL,MIN,0,0,1,0,1,0,3,1,0,4,-250,Home,6.5
2022-11-01,LA,DAL,0,2,0,0,2,1,4,0,0,5,-135,Home,6
2022-11-01,NYI,CHI,1,0,2,0,3,0,0,1,0,1,-195,Away,6
2022-11-01,NSH,EDM,1,1,2,0,4,4,1,2,0,7,-178,Home,6.5
2022-11-01,SEA,CGY,1,1,3,0,5,0,2,2,0,4,-235,Home,6.5
2022-11-01,FLA,ARI,0,1,0,0,1,0,1,2,0,3,-305,Away,6.5
2022-11-01,NJ,VAN,2,2,1,0,5,0,1,1,0,2,-115,Away,6.5
2022-11-01,ANA,SJ,3,1,1,1,6,2,2,1,0,5,-130,Home,6
2022-11-02,PHI,TOR,1,0,1,0,2,2,0,3,0,5,-335,Home,6.5
2022-11-02,PIT,BUF,1,1,1,0,3,0,1,5,0,6,-115,Away,6.5
2022-11-03,CAR,TB,1,1,1,1,4,0,3,0,0,3,-115,Home,6
2022-11-03,VGK,OTT,3,2,0,0,5,1,2,1,0,4,-140,Away,6.5
2022-11-03,WAS,DET,0,1,0,0,1,0,1,2,0,3,-125,Away,6
2022-11-03,BOS,NYR,1,0,4,0,5,0,1,1,0,2,-135,Home,6
2022-11-03,MTL,WPG,1,1,0,0,2,1,1,0,1,3,-210,Home,6
2022-11-03,NYI,STL,0,4,1,0,5,1,0,1,0,2,-115,Home,6
2022-11-03,SEA,MIN,0,3,1,0,4,0,0,0,0,0,-170,Home,6.5
2022-11-03,LA,CHI,0,1,0,0,1,0,1,0,1,2,-178,Away,6
2022-11-03,NJ,EDM,1,0,3,0,4,1,2,0,0,3,-165,Home,7
2022-11-03,NSH,CGY,1,2,1,0,4,0,0,1,0,1,-267,Home,6.5
2022-11-03,ANA,VAN,1,1,3,0,5,1,2,5,0,8,-170,Home,6.5
2022-11-03,DAL,ARI,4,1,2,0,7,0,0,2,0,2,-225,Away,6
2022-11-03,FLA,SJ,1,1,1,1,4,0,0,3,0,3,-205,Away,6.5
2022-11-04,CBJ,COL,0,2,1,0,3,2,1,3,0,6,-267,Home,6.5
2022-11-04,BUF,CAR,2,0,1,0,3,2,1,2,0,5,-210,Home,6.5
2022-11-05,NYI,DET,0,0,0,0,0,0,2,1,0,3,-125,Away,6
2022-11-05,COL,CBJ,1,3,1,0,5,1,0,0,0,1,-240,Away,6.5
2022-11-05,CHI,WPG,0,0,0,0,0,0,3,1,0,4,-235,Home,6.5
2022-11-05,DAL,EDM,1,3,2,0,6,0,1,1,0,2,-165,Home,6.5
2022-11-05,ARI,WAS,0,0,3,0,3,0,1,1,0,2,-305,Home,6
2022-11-05,BOS,TOR,0,1,0,0,1,1,1,0,0,2,-135,Home,6.5
2022-11-05,BUF,TB,1,1,1,0,3,1,1,3,0,5,-260,Home,6.5
2022-11-05,VGK,MTL,1,1,4,0,6,1,0,3,0,4,-210,Away,6.5
2022-11-05,PHI,OTT,1,1,0,0,2,1,0,0,0,1,-190,Home,6.5
2022-11-05,SEA,PIT,0,1,2,0,3,0,1,1,0,2,-195,Home,6.5
2022-11-05,NJ,CGY,3,0,0,1,4,1,1,1,0,3,-170,Home,6.5
2022-11-05,NSH,VAN,0,1,2,1,4,3,0,0,0,3,-120,Home,6.5
2022-11-05,ANA,SJ,2,0,2,1,5,1,2,1,0,4,-140,Home,6.5
2022-11-05,FLA,LA,1,1,2,0,4,0,3,2,0,5,-115,Away,6.5
2022-11-06,DET,NYR,0,2,0,1,3,2,0,0,0,2,-235,Home,6.5
2022-11-06,TOR,CAR,0,1,2,0,3,1,0,0,0,1,-170,Home,6.5
2022-11-06,FLA,ANA,1,1,3,0,5,0,2,1,0,3,-190,Away,6.5
2022-11-07,CGY,NYI,2,1,0,0,3,1,0,2,1,4,-125,Away,6
2022-11-07,STL,BOS,0,1,0,0,1,1,0,2,0,3,-205,Home,6.5
2022-11-07,EDM,WAS,0,2,2,0,4,1,3,1,0,5,-170,Away,6.5
2022-11-08,ARI,BUF,2,0,2,0,4,1,0,0,0,1,-240,Home,6.5
2022-11-08,CGY,NJ,1,0,1,0,2,0,2,1,0,3,-140,Home,6.5
2022-11-08,VGK,TOR,2,0,1,1,4,1,2,0,0,3,-115,Home,6.5
2022-11-08,MTL,DET,2,0,0,1,3,1,0,1,0,2,-165,Home,6
2022-11-08,NYI,NYR,1,0,3,0,4,1,2,0,0,3,-170,Home,6
2022-11-08,STL,PHI,0,0,1,0,1,0,3,2,0,5,-135,Away,6
2022-11-08,VAN,OTT,1,1,4,0,6,2,0,2,0,4,-125,Home,6.5
2022-11-08,EDM,TB,1,2,0,0,3,1,0,1,0,2,-170,Home,6.5
2022-11-08,DAL,WPG,0,1,0,0,1,0,4,1,0,5,-115,Away,6
2022-11-08,NSH,SEA,0,1,0,0,1,4,0,1,0,5,-120,Home,6
2022-11-08,MIN,LA,0,0,0,0,0,0,0,1,0,1,-115,Home,6.5
2022-11-09,CAR,FLA,0,0,0,0,0,1,0,2,0,3,-120,Away,6.5
2022-11-09,PIT,WAS,0,3,1,0,4,0,0,1,0,1,-130,Away,6.5
2022-11-09,VAN,MTL,0,0,2,0,2,3,1,1,0,5,-165,Away,6.5
2022-11-09,MIN,ANA,0,1,3,0,4,0,1,0,0,1,-165,Away,6.5
2022-11-10,CGY,BOS,1,0,0,0,1,1,1,1,0,3,-195,Home,6
2022-11-10,EDM,CAR,0,1,1,0,2,1,3,3,0,7,-140,Home,6.5
2022-11-10,VGK,BUF,1,2,4,0,7,1,1,2,0,4,-170,Away,6.5
2022-11-10,NYR,DET,1,1,6,0,8,1,1,0,0,2,-165,Away,6
2022-11-10,OTT,NJ,2,0,1,0,3,2,1,0,1,4,-190,Home,6.5
2022-11-10,PHI,CBJ,0,1,1,0,2,2,1,2,0,5,0,Even,6.5
2022-11-10,ARI,NYI,0,0,2,0,2,0,0,0,0,0,-292,Home,6
2022-11-10,SJ,STL,1,1,1,0,3,1,2,2,0,5,-170,Home,6
2022-11-10,NSH,COL,1,1,1,0,3,1,4,0,0,5,-195,Home,6.5
2022-11-10,CHI,LA,1,0,0,0,1,0,1,0,1,2,-285,Home,6.5
2022-11-11,TB,WAS,0,0,1,0,1,1,2,2,0,5,-140,Away,6
2022-11-11,PIT,TOR,1,1,2,0,4,1,1,0,0,2,-155,Home,6.5
2022-11-11,SJ,DAL,2,2,1,0,5,2,0,2,0,4,-240,Home,6
2022-11-11,MIN,SEA,1,0,0,0,1,0,0,0,0,0,-125,Away,6
2022-11-12,OTT,PHI,1,1,2,0,4,1,0,0,0,1,-130,Away,6.5
2022-11-12,EDM,FLA,0,1,3,0,4,0,0,2,0,2,-170,Home,7
2022-11-12,ARI,NJ,1,1,0,0,2,2,2,0,0,4,-305,Home,6.5
2022-11-12,BOS,BUF,0,1,2,0,3,1,0,0,0,1,-190,Away,6.5
2022-11-12,PIT,MTL,0,2,2,0,4,1,0,3,1,5,-170,Away,6.5
2022-11-12,CBJ,NYI,0,2,1,0,3,0,2,1,1,4,-250,Home,6
2022-11-12,VAN,TOR,2,0,0,0,2,0,3,0,0,3,-170,Home,6.5
2022-11-12,NYR,NSH,0,1,0,0,1,1,1,0,0,2,-115,Home,6
2022-11-12,CAR,COL,0,1,0,0,1,2,0,2,0,4,-120,Home,6.5
2022-11-12,CHI,ANA,1,1,1,0,3,2,0,0,0,2,-140,Home,6.5
2022-11-12,STL,VGK,1,2,0,0,3,1,1,0,0,2,-205,Home,6.5
2022-11-12,WPG,CGY,1,1,0,0,2,2,1,0,0,3,-170,Home,6
2022-11-12,DET,LA,1,0,2,0,3,2,2,0,0,4,-220,Home,6
2022-11-13,DAL,PHI,2,1,2,0,5,0,1,0,0,1,-195,Away,6.5
2022-11-13,SJ,MIN,0,0,2,1,3,1,0,1,0,2,-210,Home,6
2022-11-13,VAN,BOS,1,0,1,0,2,2,2,1,0,5,-240,Home,6.5
2022-11-13,ARI,NYR,0,0,1,0,1,0,2,2,0,4,-385,Home,6
2022-11-13,WAS,TB,0,1,2,0,3,4,0,2,0,6,-190,Home,6
2022-11-13,WPG,SEA,0,1,1,1,3,1,0,1,0,2,-170,Home,6
2022-11-14,NYI,OTT,1,1,2,0,4,0,1,1,0,2,-130,Away,6
2022-11-14,CAR,CHI,2,1,0,0,3,0,0,0,0,0,-240,Away,6
2022-11-14,LA,CGY,2,1,2,0,5,4,2,0,0,6,-170,Home,6
2022-11-14,STL,COL,0,2,1,0,3,0,1,1,0,2,-195,Home,6
2022-11-15,DAL,TB,1,2,1,0,4,1,2,1,1,5,-130,Home,6
2022-11-15,NJ,MTL,0,3,2,0,5,0,1,0,0,1,-195,Away,6.5
2022-11-15,TOR,PIT,2,2,1,0,5,0,2,0,0,2,-115,Away,6.5
2022-11-15,VAN,BUF,2,3,0,0,5,1,2,1,0,4,0,Even,6.5
2022-11-15,WAS,FLA,0,1,1,0,2,1,1,3,0,5,-210,Home,6.5
2022-11-15,PHI,CBJ,0,2,2,0,4,1,1,2,1,5,-115,Away,6
2022-11-15,MIN,NSH,0,0,1,0,1,2,0,0,0,2,0,Even,6
2022-11-15,DET,ANA,1,1,0,0,2,1,0,1,1,3,-120,Away,6.5
2022-11-15,SJ,VGK,0,1,4,0,5,1,1,0,0,2,-285,Home,6.5
2022-11-16,BUF,OTT,0,1,0,0,1,1,1,2,0,4,-170,Home,6.5
2022-11-16,STL,CHI,1,3,1,0,5,0,2,0,0,2,-178,Away,5.5
2022-11-16,LA,EDM,1,1,1,0,3,0,1,0,0,1,-135,Home,6.5
2022-11-17,CGY,TB,0,0,1,0,1,1,1,2,0,4,-125,Home,6
